pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag
Kepler-1210 b,Kepler-1210,Transit,2016,Kepler,0.95 m Kepler Telescope,8.07124073,0.0753,1.7,3.53,3.95,0,89.39,G,5568,0.92,0.94,-0.149,4.6734,19h31m19.72s,292.8321598,+48d13m09.62s,48.2193376,1176.53,15.649
Kepler-1211 b,Kepler-1211,Transit,2016,Kepler,0.95 m Kepler Telescope,11.01816836,0.0985,2.55,7.04,2.33,0,84.66,G,5705,0.94,0.96,0.134,0.13325,19h02m52.98s,285.7207618,+40d51m24.88s,40.8569116,1826.53,16.016
Kepler-1212 b,Kepler-1212,Transit,2016,Kepler,0.95 m Kepler Telescope,12.94130146,0.1082,2.14,5.22,2.93,0,89.93,F,6051,1.15,1.1,0.211,1.15071,19h47m24.82s,296.8534096,+50d02m14.35s,50.0373196,1316.57,15.133
Kepler-1213 b,Kepler-1213,Transit,2016,Kepler,0.95 m Kepler Telescope,5.34982412,0.0635,1.19,1.81,5.9,0,80.06,F,6050,1.21,1.14,0.395,0.5599,19h17m56.60s,289.4858423,+50d56m39.11s,50.9441967,807.812,13.416
Kepler-1214 b,Kepler-1214,Transit,2016,Kepler,0.95 m Kepler Telescope,18.82634264,0.128,2.36,6.17,2.58,0,89.82,K,5130,0.8,0.85,-0.419,12.56224,19h00m34.25s,285.1427113,+49d48m02.36s,49.8006565,729.227,15.459
Kepler-1215 b,Kepler-1215,Transit,2016,Kepler,0.95 m Kepler Telescope,4.76703963,0.0528,1.22,1.98,5.99,0,89.76,G,5616,0.93,0.95,-0.182,5.06537,19h49m51.28s,297.4636477,+48d10m53.03s,48.1813978,661.022,14.539
Kepler-1216 b,Kepler-1216,Transit,2016,Kepler,0.95 m Kepler Telescope,4.37034536,0.0519,1.39,2.51,5.14,0,89.55,G,5743,0.98,0.99,0.073,1.64385,19h09m37.26s,287.4052661,+45d55m04.72s,45.917979,1258.36,15.262
Kepler-1217 b,Kepler-1217,Transit,2016,Kepler,0.95 m Kepler Telescope,2.03232507,0.0326,1.99,4.62,3.22,0,89.19,G,5905,1.08,1.06,0.085,3.35123,19h16m44.80s,289.1866841,+50d56m15.22s,50.9375614,1347.71,15.343
Kepler-1218 b,Kepler-1218,Transit,2016,Kepler,0.95 m Kepler Telescope,22.9221266,0.1564,1.44,2.67,4.91,0,88.01,G,5986,1.1,1.06,0.363,0.21129,19h26m18.92s,291.5788505,+44d31m54.06s,44.5316825,840.503,13.73
Kepler-1219 b,Kepler-1219,Transit,2016,Kepler,0.95 m Kepler Telescope,16.10467749,0.1418,2.12,5.14,2.96,0,89.4,G,5944,1.94,1.25,0.926,0.06171,19h48m51.80s,297.2158443,+47d22m42.63s,47.3785082,880.895,12.339
Kepler-122 b,Kepler-122,Transit,2014,Kepler,0.95 m Kepler Telescope,5.766193,0.064,2.34,6.08,2.61,0,89.92,F,6050,1.22,1.08,0.27,0.91393,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.45,14.403
Kepler-122 c,Kepler-122,Transit,2014,Kepler,0.95 m Kepler Telescope,12.465988,0.108,5.87,29,0.788,0,89.39,F,6050,1.22,1.08,0.27,0.89661,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.45,14.403
Kepler-122 d,Kepler-122,Transit,2014,Kepler,0.95 m Kepler Telescope,21.587475,0.155,2.2,5.48,2.83,0,89.99,F,6050,1.22,1.08,0.27,2.10549,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.45,14.403
Kepler-122 e,Kepler-122,Transit,2014,Kepler,0.95 m Kepler Telescope,37.993273,0.227,2.6,27.7,8.66,0,89.97,F,6050,1.22,1.08,0.27,1.08783,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.45,14.403
Kepler-122 f,Kepler-122,Transit Timing Variations,2014,Kepler,0.95 m Kepler Telescope,56.268,0.287,1.75,36,36.9,0,89.97,F,6102,0.95,1.03,0.27,0.93373,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.45,14.403
Kepler-1220 b,Kepler-1220,Transit,2016,Kepler,0.95 m Kepler Telescope,7.42693741,0.0734,1.52,2.92,4.57,0,88.86,G,5842,0.99,1,0.025,1.66158,19h48m16.90s,297.070398,+42d58m39.86s,42.9777396,961.907,15.194
Kepler-1221 b,Kepler-1221,Transit,2016,Kepler,0.95 m Kepler Telescope,12.00096042,0.0906,1.88,4.19,3.47,0,88.53,K,5194,0.82,0.87,-0.355,1.04718,19h03m17.37s,285.8223636,+45d42m42.63s,45.7118423,913.65,15.909
Kepler-1222 b,Kepler-1222,Transit,2016,Kepler,0.95 m Kepler Telescope,1.91694425,0.0282,0.79,0.418,4.66,0,87.57,G,5239,0.8,0.84,-0.458,5.10616,19h39m33.51s,294.889616,+49d22m47.36s,49.3798215,415.218,14.21
Kepler-1223 b,Kepler-1223,Transit,2016,Kepler,0.95 m Kepler Telescope,16.301259,0.1186,1.22,1.98,5.99,0,86.86,K,4870,0.75,0.8,-0.541,1.8193,19h01m10.96s,285.2956462,+44d33m09.92s,44.5527542,459.957,14.911
Kepler-1224 b,Kepler-1224,Transit,2016,Kepler,0.95 m Kepler Telescope,13.32351601,0.1165,1.33,2.33,5.44,0,89.5,F,6155,1.22,1.18,0.293,1.00393,19h06m30.18s,286.6257591,+37d32m14.33s,37.537313,559.598,12.926
Kepler-1225 b,Kepler-1225,Transit,2016,Kepler,0.95 m Kepler Telescope,7.01075434,0.0771,1.82,3.97,3.62,0,88.92,F,6140,1.19,1.13,0.333,5.68003,19h22m31.99s,290.6332748,+40d08m13.08s,40.1369671,1347.52,14.819
Kepler-1226 b,Kepler-1226,Transit,2016,Kepler,0.95 m Kepler Telescope,17.2923453,0.1361,1.45,2.7,4.87,0,85.04,G,5923,1.02,1.02,0.359,0.44856,19h45m30.44s,296.3768521,+50d37m17.25s,50.6214592,1125.72,14.324
Kepler-1227 b,Kepler-1227,Transit,2016,Kepler,0.95 m Kepler Telescope,94.2887577,0.4092,2.29,5.86,2.68,0,89.75,G,5747,0.95,0.97,-0.158,6.27526,19h08m15.94s,287.0664109,+41d52m29.90s,41.8749712,623.706,14.276
Kepler-1228 b,Kepler-1228,Transit,2016,Kepler,0.95 m Kepler Telescope,0.57736958,0.0125,1.54,2.99,4.5,0,89.56,K,5063,0.74,0.78,-0.555,4.14027,19h46m12.66s,296.552761,+46d57m58.30s,46.9661945,515.453,15.061
Kepler-1229 b,Kepler-1229,Transit,2016,Kepler,0.95 m Kepler Telescope,86.828989,0.3006,1.4,2.54,5.09,0,89.997,K,3784,0.51,0.54,-1.533,4.35164,19h49m56.84s,297.4868347,+46d59m48.04s,46.9966782,265.482,16.124
Kepler-123 b,Kepler-123,Transit,2014,Kepler,0.95 m Kepler Telescope,17.232366,0.135,2.94,55.3,12,0,89.17,F,6089,1.26,1.01,0.41,1.28263,19h47m59.66s,296.9985853,+42d46m55.07s,42.7819633,1021.66,14.129
Kepler-123 c,Kepler-123,Transit,2014,Kepler,0.95 m Kepler Telescope,26.695074,0.181,1.48,2.79,4.73,0,89.83,F,6089,1.26,1.01,0.41,2.35995,19h47m59.66s,296.9985853,+42d46m55.07s,42.7819633,1021.66,14.129
Kepler-1230 b,Kepler-1230,Transit,2016,Kepler,0.95 m Kepler Telescope,9.95661537,0.0921,2.71,7.8,2.15,0,83.62,G,5961,1.08,1.06,0.096,3.20056,18h53m03.48s,283.2645129,+41d42m41.23s,41.7114526,1364.22,15.628
Kepler-1231 b,Kepler-1231,Transit,2016,Kepler,0.95 m Kepler Telescope,10.41725184,0.0914,1.42,2.6,4.99,0,89.65,G,5778,1,1.01,0.023,1.2762,19h14m21.19s,288.5882888,+42d36m20.39s,42.6056644,987.237,14.808
Kepler-1232 b,Kepler-1232,Transit,2016,Kepler,0.95 m Kepler Telescope,26.7839183,0.1673,1.93,4.38,3.35,0,89.95,G,5471,0.89,0.92,-0.359,1.8739,19h46m12.02s,296.5500966,+49d06m08.31s,49.102307,632.865,14.97
Kepler-1233 b,Kepler-1233,Transit,2016,Kepler,0.95 m Kepler Telescope,45.1263042,0.263,2.6,7.27,2.27,0,89.39,F,6198,1.25,1.16,0.221,1.32431,19h49m30.02s,297.3750954,+46d39m43.99s,46.6622201,1178.7,14.82
Kepler-1234 b,Kepler-1234,Transit,2016,Kepler,0.95 m Kepler Telescope,11.94014029,0.096,2.81,8.3,2.06,0,89.35,K,4967,0.76,0.8,-0.454,3.80666,19h10m05.29s,287.5220359,+51d22m33.41s,51.3759464,916.749,15.915
Kepler-1235 b,Kepler-1235,Transit,2016,Kepler,0.95 m Kepler Telescope,4.16055856,0.0491,0.79,0.418,4.66,0,89.68,G,5541,0.9,0.93,-0.156,1.97455,18h59m36.74s,284.9030677,+43d57m14.62s,43.9540616,540.604,14.079
Kepler-1236 b,Kepler-1236,Transit,2016,Kepler,0.95 m Kepler Telescope,31.0571618,0.1803,2.14,5.22,2.93,0,89.72,G,5337,0.82,0.86,-0.379,6.0153,19h42m29.94s,295.6247375,+42d32m45.15s,42.5458739,999.64,16.145
Kepler-1237 b,Kepler-1237,Transit,2016,Kepler,0.95 m Kepler Telescope,84.5733226,0.3778,2.86,8.55,2.01,0,89.99,G,5472,0.9,0.94,-0.258,4.01964,19h42m31.03s,295.6292745,+44d41m26.09s,44.6905815,1064.31,16.012
Kepler-1238 b,Kepler-1238,Transit,2016,Kepler,0.95 m Kepler Telescope,4.14787559,0.0541,1.93,4.38,3.35,0,78.14,F,6386,1.48,1.3,0.584,0.73308,19h51m37.38s,297.9057655,+40d09m46.22s,40.1628378,1632.13,14.919
Kepler-1239 b,Kepler-1239,Transit,2016,Kepler,0.95 m Kepler Telescope,5.19104016,0.0625,2.9,8.75,1.97,0,89.3,F,6564,1.57,1.4,0.447,0.485,19h32m30.56s,293.1273357,+42d19m12.21s,42.3200578,2140.6,15.391
Kepler-124 b,Kepler-124,Transit,2014,Kepler,0.95 m Kepler Telescope,3.410493,0.039,0.73,0.315,4.45,0,70.06,K,4984,0.64,0.84,-0.467,2.23727,19h07m00.66s,286.7527322,+49d03m53.56s,49.0648788,420.046,14.4
Kepler-124 c,Kepler-124,Transit,2014,Kepler,0.95 m Kepler Telescope,13.821375,0.1,1.75,3.71,3.8,0,86.05,K,4984,0.64,0.84,-0.467,0.44622,19h07m00.66s,286.7527322,+49d03m53.56s,49.0648788,420.046,14.4
Kepler-124 d,Kepler-124,Transit,2014,Kepler,0.95 m Kepler Telescope,30.950851,0.17,1.11,1.41,5.67,0,86.47,K,4984,0.64,0.84,-0.467,0.07455,19h07m00.66s,286.7527322,+49d03m53.56s,49.0648788,420.046,14.4
Kepler-1240 b,Kepler-1240,Transit,2016,Kepler,0.95 m Kepler Telescope,4.8663815,0.0557,1.15,1.6,5.78,0,89.38,G,5682,0.96,0.98,0.223,3.35225,18h51m59.94s,282.9997682,+40d33m26.76s,40.5574322,862.186,14.092
Kepler-1241 b,Kepler-1241,Transit,2016,Kepler,0.95 m Kepler Telescope,18.5525701,0.1336,2.63,7.41,2.24,0,87.94,G,5261,0.8,0.84,-0.324,1.47924,19h38m18.29s,294.5762033,+38d27m25.05s,38.4569588,968.722,15.886
Kepler-1242 b,Kepler-1242,Transit,2016,Kepler,0.95 m Kepler Telescope,13.62798432,0.1039,2.26,5.73,2.73,0,86.08,K,4895,0.74,0.77,-0.516,4.07205,18h58m25.49s,284.6062174,+41d11m46.84s,41.196344,687.615,15.714
Kepler-1243 b,Kepler-1243,Transit,2016,Kepler,0.95 m Kepler Telescope,16.8320729,0.1256,1.75,3.71,3.8,0,88.9,G,5667,0.94,0.96,-0.244,1.56166,19h36m02.26s,294.009397,+42d52m50.80s,42.8807779,758.17,14.898
Kepler-1244 b,Kepler-1244,Transit,2016,Kepler,0.95 m Kepler Telescope,3.70428172,0.0502,1.35,2.39,5.34,0,90,F,6680,1.77,1.46,1.032,0.11781,18h49m12.30s,282.3012505,+46d30m58.25s,46.5161814,1075.81,12.444
Kepler-1245 b,Kepler-1245,Transit,2016,Kepler,0.95 m Kepler Telescope,4.35409304,0.0484,1.44,2.67,4.91,0,85.65,G,5306,0.83,0.86,-0.411,3.05943,19h22m58.63s,290.7443078,+43d15m38.71s,43.260753,805.936,15.582
Kepler-1245 c,Kepler-1245,Transit,2016,Kepler,0.95 m Kepler Telescope,2.93658468,0.0372,1.44,2.67,4.91,0,82.32,G,5306,0.83,0.86,-0.411,4.05093,19h22m58.63s,290.7443078,+43d15m38.71s,43.260753,805.936,15.582
Kepler-1246 b,Kepler-1246,Transit,2016,Kepler,0.95 m Kepler Telescope,11.32271513,0.0848,1.36,2.42,5.29,0,84.06,K,4611,0.69,0.73,-0.727,0.11476,19h10m37.74s,287.6572346,+48d58m55.94s,48.9822053,436.505,15.27
Kepler-1247 b,Kepler-1247,Transit,2016,Kepler,0.95 m Kepler Telescope,13.71220213,0.1091,2.33,6.04,2.62,0,88.82,G,5303,0.82,0.86,-0.345,7.43092,19h38m08.06s,294.5335974,+46d37m05.65s,46.6182365,1045.92,15.925
Kepler-1248 b,Kepler-1248,Transit,2016,Kepler,0.95 m Kepler Telescope,7.46725407,0.0806,1.18,1.76,5.89,0,87.99,F,6149,1.21,1.21,0.276,0.90781,19h12m14.21s,288.0592191,+51d21m16.04s,51.3544564,593.026,12.9
Kepler-1249 b,Kepler-1249,Transit,2016,Kepler,0.95 m Kepler Telescope,24.3347127,0.167,2.38,6.26,2.55,0,89.97,F,6202,1.28,1.19,0.428,0.67505,19h47m34.76s,296.8948517,+44d22m18.27s,44.3717429,1904.54,15.391
Kepler-125 b,Kepler-125,Transit,2014,Kepler,0.95 m Kepler Telescope,4.164389,0.041,2.37,6.21,2.56,0,87.73,M1 V,3810,0.51,0.54,-1.328,4.68232,19h53m01.95s,298.2581101,+47d36m18.01s,47.6050031,183.365,15.431
Kepler-125 c,Kepler-125,Transit,2014,Kepler,0.95 m Kepler Telescope,5.774464,0.051,0.74,0.33,4.47,0,88.94,M1 V,3810,0.51,0.54,-1.328,4.68232,19h53m01.95s,298.2581101,+47d36m18.01s,47.6050031,183.365,15.431
Kepler-1250 b,Kepler-1250,Transit,2016,Kepler,0.95 m Kepler Telescope,2.60754383,0.0393,1.92,4.35,3.38,0,89.17,G,5717,0.98,0.99,0.343,8.08759,19h11m10.52s,287.7938184,+45d58m48.90s,45.9802492,2126.85,15.693
Kepler-1251 b,Kepler-1251,Transit,2016,Kepler,0.95 m Kepler Telescope,45.0904643,0.2478,1.84,4.04,3.56,0,88.01,G,5545,0.89,0.92,-0.153,6.65298,19h28m27.63s,292.1151093,+49d15m22.97s,49.2563792,902.204,15.024
Kepler-1252 b,Kepler-1252,Transit,2016,Kepler,0.95 m Kepler Telescope,15.0540329,0.1078,1.67,3.43,4.05,0,86.09,G,5949,1.09,1.06,-0.13,1.52219,19h55m48.09s,298.9503634,+46d41m34.24s,46.6928437,648.979,14.743
Kepler-1253 b,Kepler-1253,Transit,2016,Kepler,0.95 m Kepler Telescope,68.8861915,0.3133,1.33,2.33,5.44,0,89.84,G,5850,1.1,0.97,0.345,0.38914,18h55m32.45s,283.8852196,+47d38m13.74s,47.6371507,514.524,12.588
Kepler-1254 b,Kepler-1254,Transit,2016,Kepler,0.95 m Kepler Telescope,9.99113313,0.0833,1.55,3.02,4.46,0,88.16,K,4985,0.75,0.78,-0.572,4.55362,19h00m41.60s,285.1733174,+48d46m12.04s,48.7700099,622.818,15.541
Kepler-1254 c,Kepler-1254,Transit,2016,Kepler,0.95 m Kepler Telescope,3.60084276,0.0422,1.3,2.24,5.6,0,88.3,K,4985,0.75,0.78,-0.572,3.32192,19h00m41.60s,285.1733174,+48d46m12.04s,48.7700099,622.818,15.541
Kepler-1254 d,Kepler-1254,Transit,2016,Kepler,0.95 m Kepler Telescope,5.72717226,0.0575,1.31,2.27,5.55,0,88.57,K,4985,0.75,0.78,-0.572,3.31866,19h00m41.60s,285.1733174,+48d46m12.04s,48.7700099,622.818,15.541
Kepler-1255 b,Kepler-1255,Transit,2016,Kepler,0.95 m Kepler Telescope,36.2919336,0.2226,2.32,5.99,2.64,0,90,F,6018,1.12,1.08,0.307,0.53968,19h40m57.42s,295.2392569,+42d43m35.34s,42.7264842,1617.07,15.308
Kepler-1256 b,Kepler-1256,Transit,2016,Kepler,0.95 m Kepler Telescope,12.4127754,0.1063,1.49,2.83,4.7,0,87.43,F,6129,1.36,1.17,0.428,0.57834,19h25m53.82s,291.4742443,+44d41m00.28s,44.6834119,891.192,13.685
Kepler-1257 b,Kepler-1257,Transit,2016,Kepler,0.95 m Kepler Telescope,2.66831376,0.0376,1.52,2.92,4.57,0,87.65,G,5502,0.87,0.9,-0.136,1.42361,19h44m18.15s,296.0756231,+45d37m37.26s,45.6270165,1105.95,15.644
Kepler-1258 b,Kepler-1258,Transit,2016,Kepler,0.95 m Kepler Telescope,0.98494017,0.0201,0.86,0.566,4.89,0,89.33,G,5839,0.99,0.99,0.094,1.17376,19h01m37.19s,285.4049723,+49d59m41.35s,49.9948186,717.555,13.929
Kepler-1259 b,Kepler-1259,Transit,2016,Kepler,0.95 m Kepler Telescope,0.66308526,0.0141,1.43,2.63,4.94,0,71.76,K,5053,0.77,0.8,-0.333,4.30442,19h51m21.95s,297.8414628,+46d58m03.46s,46.9676288,805.562,15.556
Kepler-126 b,Kepler-126,Transit,2014,Kepler,0.95 m Kepler Telescope,10.495711,0.099,1.52,4.11726,5.762535,0.07,89.46,F,6239,1.36,1.11,0.452,0.55661,19h17m23.37s,289.3473634,+44d12m30.40s,44.2084445,237.401,10.505
Kepler-126 c,Kepler-126,Transit,2014,Kepler,0.95 m Kepler Telescope,21.869741,0.162,1.58,1.27942,1.695536,0.19,88.75,F,6239,1.36,1.11,0.452,0.55661,19h17m23.37s,289.3473634,+44d12m30.40s,44.2084445,237.401,10.505
Kepler-126 d,Kepler-126,Transit,2014,Kepler,0.95 m Kepler Telescope,100.283134,0.448,2.5,54.59019,18.398878,0.02,89.5,F,6239,1.36,1.11,0.452,0.71931,19h17m23.37s,289.3473634,+44d12m30.40s,44.2084445,237.401,10.505
Kepler-1260 b,Kepler-1260,Transit,2016,Kepler,0.95 m Kepler Telescope,19.1187753,0.1444,1.77,3.78,3.75,0,87.16,G,5961,1.08,1.06,0.526,0.13337,19h42m21.90s,295.5912652,+42d33m18.81s,42.5552261,1734.43,14.953
Kepler-1261 b,Kepler-1261,Transit,2016,Kepler,0.95 m Kepler Telescope,48.4308991,0.239,2.26,5.73,2.73,0,89.11,K,5006,0.77,0.82,-0.523,7.26483,19h00m55.79s,285.2324786,+48d48m24.11s,48.8066963,744.294,15.817
Kepler-1262 b,Kepler-1262,Transit,2016,Kepler,0.95 m Kepler Telescope,8.67900242,0.083,1.82,3.97,3.62,0,89.44,G,5771,0.98,0.99,-0.105,3.11474,19h15m05.24s,288.7718287,+42d12m47.41s,42.2131694,1054.87,15.155
Kepler-1263 b,Kepler-1263,Transit,2016,Kepler,0.95 m Kepler Telescope,4.55139967,0.0499,1.14,1.55,5.75,0,88.98,G,5213,0.8,0.84,-0.414,2.45318,19h05m56.07s,286.483626,+46d45m09.43s,46.7526182,664.83,15.173
Kepler-1264 b,Kepler-1264,Transit,2016,Kepler,0.95 m Kepler Telescope,0.96852602,0.0191,1.18,1.76,5.89,0,65.17,G,5791,0.98,0.99,-0.055,3.41073,19h19m32.26s,289.8844102,+45d12m41.43s,45.2115075,801.993,14.629
Kepler-1265 b,Kepler-1265,Transit,2016,Kepler,0.95 m Kepler Telescope,6.49441289,0.0612,1.35,2.39,5.34,0,84.68,K,4630,0.69,0.71,-0.7,4.27014,18h58m20.60s,284.5858364,+47d04m46.43s,47.0795646,583.641,16.024
Kepler-1266 b,Kepler-1266,Transit,2016,Kepler,0.95 m Kepler Telescope,28.474748,0.1689,2.58,7.18,2.3,0,88.28,K,5044,0.76,0.8,-0.53,0.36789,19h03m28.64s,285.8693277,+42d43m40.80s,42.7279996,849.312,16.016
Kepler-1266 c,Kepler-1266,Transit,2021,Kepler,0.95 m Kepler Telescope,4.86631012,0.052,1.68,3.46,4.01,0,84.73,K,4996,0.83,0.79,-0.53,0.73807,19h03m28.64s,285.8693277,+42d43m40.80s,42.7279996,849.312,16.016
Kepler-1267 b,Kepler-1267,Transit,2016,Kepler,0.95 m Kepler Telescope,13.0313945,0.1057,3.01,9.32,1.88,0,86.61,F,6096,1.2,1.15,0.003,1.52999,19h56m40.68s,299.1695093,+43d26m27.79s,43.4410533,1379.43,15.846
Kepler-1268 b,Kepler-1268,Transit,2016,Kepler,0.95 m Kepler Telescope,40.9903986,0.2383,2.03,4.78,3.14,0,89.94,G,5904,1.09,1.06,0.345,0.93341,19h11m21.22s,287.838419,+43d09m11.44s,43.1531776,1840.77,15.484
Kepler-1269 b,Kepler-1269,Transit,2016,Kepler,0.95 m Kepler Telescope,37.3331536,0.226,1.63,3.29,4.17,0,87.64,G,5998,1.15,1.1,0.556,0.84302,19h11m13.33s,287.8055442,+45d20m25.93s,45.3405371,1097.23,13.658
Kepler-127 b,Kepler-127,Transit,2014,Kepler,0.95 m Kepler Telescope,14.435889,0.125,1.4,2.54,5.09,0.47,88.65,F,6106,1.36,1.27,0.407,0.52724,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,352.794,11.746
Kepler-127 c,Kepler-127,Transit,2014,Kepler,0.95 m Kepler Telescope,29.393195,0.2,2.66,7.56,2.21,0.03,88.95,F,6106,1.36,1.27,0.407,0.73021,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,352.794,11.746
Kepler-127 d,Kepler-127,Transit,2014,Kepler,0.95 m Kepler Telescope,48.630408,0.28,2.64,7.46,2.23,0.03,89.96,F,6106,1.36,1.27,0.407,0.52724,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,352.794,11.746
Kepler-1270 b,Kepler-1270,Transit,2016,Kepler,0.95 m Kepler Telescope,6.03356196,0.0663,3.32,11,1.65,0,85.42,K,5047,3.38,1.28,0.713,0.04387,19h06m51.76s,286.7156676,+48d38m42.92s,48.6452552,1095.05,13.562
Kepler-1271 b,Kepler-1271,Transit,2016,Kepler,0.95 m Kepler Telescope,3.0255955,0.0418,1.48,2.79,4.73,0,79.13,F,6143,1.23,1.13,0.219,0.97998,19h05m22.63s,286.3442954,+37d24m42.96s,37.4119347,831.991,14.075
Kepler-1272 b,Kepler-1272,Transit,2016,Kepler,0.95 m Kepler Telescope,51.1309704,0.2705,2.37,6.21,2.56,0,88.77,G,5926,1.09,1.06,0.37,0.61921,19h00m52.74s,285.2197605,+38d48m21.02s,38.8058393,1206.37,14.734
Kepler-1273 b,Kepler-1273,Transit,2016,Kepler,0.95 m Kepler Telescope,28.625653,0.1857,2.49,6.76,2.41,0,89.98,G,5566,0.91,0.94,-0.305,2.74306,19h03m12.77s,285.8032016,+44d52m24.23s,44.8733983,1114.24,16.03
Kepler-1274 b,Kepler-1274,Transit,2016,Kepler,0.95 m Kepler Telescope,6.98152703,0.0806,1.42,2.6,4.99,0,83.27,F,6179,2.17,1.45,0.798,0.1211,18h58m22.48s,284.5936858,+46d26m59.05s,46.4497364,614.648,11.717
Kepler-1275 b,Kepler-1275,Transit,2016,Kepler,0.95 m Kepler Telescope,3.65691115,0.0488,1.48,2.79,4.73,0,89.07,F,6296,1.36,1.23,0.315,3.17374,19h34m00.12s,293.5004955,+44d55m56.80s,44.9324455,1153.98,14.595
Kepler-1276 b,Kepler-1276,Transit,2016,Kepler,0.95 m Kepler Telescope,12.5720095,0.1072,1.19,1.81,5.9,0,89.27,F,6188,1.21,1.14,0.22,1.30364,19h11m25.68s,287.8570173,+40d32m49.89s,40.5471909,538.481,12.992
Kepler-1277 b,Kepler-1277,Transit,2016,Kepler,0.95 m Kepler Telescope,40.8365012,0.2237,1.6,3.19,4.28,0,89.65,G,5578,0.92,0.94,-0.199,2.40742,19h40m24.60s,295.1025166,+40d34m20.54s,40.5723736,557.193,14.306
Kepler-1278 b,Kepler-1278,Transit,2016,Kepler,0.95 m Kepler Telescope,3.23941344,0.0419,1.01,1.01,5.39,0,87.54,F,6074,1.16,1.11,0.366,1.31343,18h51m49.66s,282.9569197,+42d49m32.01s,42.8255589,889.426,13.782
Kepler-1279 b,Kepler-1279,Transit,2016,Kepler,0.95 m Kepler Telescope,23.4774101,0.1633,1.75,3.71,3.8,0,89.97,F,6221,1.33,1.21,0.693,0.66996,19h12m22.94s,288.0955917,+40d21m57.27s,40.365909,1494.22,14.137
Kepler-128 b,Kepler-128,Transit,2013,Kepler,0.95 m Kepler Telescope,15,0.125387,1.421,3.79,7.222837,0,89.96,F,6072,1.66,1.18,0.575,0.36529,18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,396.379,11.693
Kepler-128 c,Kepler-128,Transit,2013,Kepler,0.95 m Kepler Telescope,22.8,0.165118,1.521,3.38,5.237935,0.037,89.53,F,6072,1.66,1.18,0.575,0.36529,18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,396.379,11.693
Kepler-1280 b,Kepler-1280,Transit,2016,Kepler,0.95 m Kepler Telescope,66.5579057,0.38,1.87,4.16,3.5,0,89.69,F,6227,1.32,1.2,0.679,0.45399,19h34m17.73s,293.5738933,+45d23m04.17s,45.3844919,1486.7,14.196
Kepler-1281 b,Kepler-1281,Transit,2016,Kepler,0.95 m Kepler Telescope,3.11602791,0.0415,1.64,3.33,4.15,0,89.17,G,5353,0.83,0.87,-0.292,2.44249,19h41m25.05s,295.3543571,+48d30m55.42s,48.5153932,1090,15.961
Kepler-1282 b,Kepler-1282,Transit,2016,Kepler,0.95 m Kepler Telescope,2.13194651,0.0335,1.55,3.02,4.46,0,88.66,G,5504,0.89,0.92,-0.183,3.01046,19h20m42.28s,290.1761688,+46d41m53.89s,46.6983036,1103.29,15.707
Kepler-1283 b,Kepler-1283,Transit,2016,Kepler,0.95 m Kepler Telescope,12.9460978,0.1062,1.91,4.31,3.4,0,89.4,F,6175,1.25,1.16,0.927,0.12756,19h41m50.96s,295.4623336,+40d46m36.96s,40.7769335,2921.99,15.269
Kepler-1284 b,Kepler-1284,Transit,2016,Kepler,0.95 m Kepler Telescope,0.66407381,0.0143,1.21,1.92,5.96,0,82.63,K,5123,0.79,0.84,-0.395,2.93951,19h25m06.95s,291.2789549,+47d41m15.28s,47.6875766,882.324,15.912
Kepler-1285 b,Kepler-1285,Transit,2016,Kepler,0.95 m Kepler Telescope,14.7967458,0.1268,0.97,0.871,5.24,0,89.48,F,6170,1.28,1.2,0.481,0.39075,18h47m20.48s,281.8353366,+44d09m21.18s,44.1558825,422.269,11.717
Kepler-1286 b,Kepler-1286,Transit,2016,Kepler,0.95 m Kepler Telescope,11.25402929,0.0991,2.15,5.27,2.91,0,87.68,G,5753,0.98,1,0.128,0.98366,18h41m02.01s,280.2583709,+43d50m08.68s,43.8357433,1354.46,15.278
Kepler-1287 b,Kepler-1287,Transit,2016,Kepler,0.95 m Kepler Telescope,11.47685909,0.0976,1.54,2.99,4.5,0,89.87,G,5715,0.94,0.96,-0.091,4.79022,19h16m32.31s,289.1346298,+47d03m46.86s,47.063018,1003.26,15.216
Kepler-1288 b,Kepler-1288,Transit,2016,Kepler,0.95 m Kepler Telescope,2.76122421,0.0435,1.12,1.46,5.71,0,87.58,F,6132,1.29,1.2,0.302,0.35577,19h02m51.24s,285.7135,+41d36m21.17s,41.6058799,814.078,13.199
